,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,class
50464,12.26,x,e,n,t,p,,o,7.58,26.41,,,u,,,f,f,,d,a,p
50465,11.29,x,e,y,t,p,,e,7.74,24.64,,,u,,,f,f,,d,u,p
50466,10.06,x,e,y,t,p,,e,8.54,28.97,,,e,,,f,f,,d,u,p
50467,13.87,x,e,n,t,p,,e,11.09,38.54,,,e,,,f,f,,d,u,p
50468,12.37,x,e,n,t,p,,e,8.94,28.57,,,e,,,f,f,,d,a,p
50469,11.65,x,e,y,t,p,,e,7.53,26.56,,,e,,,f,f,,d,u,p
50470,10.51,x,e,n,t,p,,o,9.37,28.68,,,u,,,f,f,,d,u,p
50471,9.71,x,e,y,t,p,,e,7.31,19.12,,,u,,,f,f,,d,a,p
50472,11.13,x,e,y,t,p,,o,10.16,29.44,,,e,,,f,f,,d,u,p
50473,12.17,x,e,n,t,p,,e,8.52,27.39,,,u,,,f,f,,d,a,p
50474,13.25,x,e,n,t,p,,e,10.27,34.56,,,u,,,f,f,,d,a,p
50475,11.7,x,e,n,t,p,,o,10.33,30.07,,,e,,,f,f,,d,u,p
50476,12.0,x,e,y,t,p,,e,8.91,27.21,,,u,,,f,f,,d,u,p
50477,12.26,x,e,y,t,p,,e,10.1,30.98,,,e,,,f,f,,d,a,p
50478,10.2,x,e,n,t,p,,o,9.01,27.75,,,e,,,f,f,,d,u,p
50479,3.04,x,k,n,f,p,,y,4.61,10.06,,,y,,,f,f,,d,a,e
50480,3.47,x,d,n,f,p,,e,4.23,9.63,,,n,,,f,f,,d,a,e
50481,3.67,x,k,n,f,p,,y,4.16,9.65,,,y,,,f,f,,d,a,e
50482,3.74,x,d,n,f,p,,n,4.24,10.7,,,n,,,f,f,,d,a,e
50483,3.89,x,k,n,f,p,,y,4.83,10.42,,,y,,,f,f,,d,a,e
50484,3.17,x,d,n,f,p,,n,4.32,9.05,,,n,,,f,f,,d,a,e
50485,3.57,x,d,n,f,p,,n,3.96,9.22,,,n,,,f,f,,d,a,e
50486,3.37,x,k,n,f,p,,e,4.61,9.11,,,y,,,f,f,,d,a,e
50487,3.0,x,k,n,f,p,,e,4.22,9.04,,,y,,,f,f,,d,a,e
50488,4.04,x,d,n,f,p,,n,4.94,10.95,,,n,,,f,f,,d,a,e
50489,4.15,x,d,n,f,p,,n,4.98,9.76,,,y,,,f,f,,d,a,e
50490,4.0,x,k,n,f,p,,n,5.18,10.28,,,y,,,f,f,,d,a,e
50491,3.5,x,k,n,f,p,,n,4.03,9.3,,,n,,,f,f,,d,a,e
50492,4.06,x,d,n,f,p,,n,5.23,10.04,,,y,,,f,f,,d,a,e
50493,4.0,x,d,n,f,p,,e,4.95,10.14,,,n,,,f,f,,d,a,e
50494,3.86,x,d,n,f,p,,e,4.61,10.38,,,y,,,f,f,,d,a,e
50495,3.8,x,k,n,f,p,,n,5.18,10.56,,,n,,,f,f,,d,a,e
50496,3.75,x,d,n,f,p,,e,5.05,10.62,,,n,,,f,f,,d,a,e
50497,3.58,x,k,n,f,p,,e,4.21,9.76,,,y,,,f,f,,d,a,e
50498,3.55,x,d,n,f,p,,y,5.27,10.76,,,y,,,f,f,,d,a,e
50499,2.49,x,k,n,f,p,,y,4.1,9.46,,,n,,,f,f,,d,a,e
50500,3.4,x,d,n,f,p,,n,4.27,10.15,,,n,,,f,f,,d,a,e
50501,3.77,x,k,n,f,p,,e,5.13,10.34,,,y,,,f,f,,d,a,e
50502,3.1,x,d,n,f,p,,n,4.02,9.35,,,y,,,f,f,,d,a,e
50503,3.22,x,d,n,f,p,,y,4.34,10.01,,,y,,,f,f,,d,a,e
50504,4.02,x,d,n,f,p,,n,4.09,9.95,,,n,,,f,f,,d,a,e
50505,3.92,x,k,n,f,p,,y,4.9,11.42,,,y,,,f,f,,d,a,e
50506,4.12,x,d,n,f,p,,y,5.09,11.11,,,n,,,f,f,,d,a,e
50507,3.01,x,d,n,f,p,,n,4.36,10.2,,,y,,,f,f,,d,a,e
50508,3.65,x,k,n,f,p,,n,4.04,9.32,,,n,,,f,f,,d,a,e
50509,3.59,x,d,n,f,p,,e,4.6,10.87,,,n,,,f,f,,d,a,e
50510,3.7,x,k,n,f,p,,n,4.7,10.64,,,n,,,f,f,,d,a,e
50511,3.67,x,d,n,f,p,,n,4.28,10.39,,,n,,,f,f,,d,a,e
50512,3.15,x,d,n,f,p,,e,4.19,9.6,,,n,,,f,f,,d,a,e
50513,3.31,x,d,n,f,p,,n,4.97,10.12,,,y,,,f,f,,d,a,e
50514,3.1,x,d,n,f,p,,e,4.22,9.95,,,y,,,f,f,,d,a,e
50515,3.24,x,d,n,f,p,,n,3.61,9.19,,,n,,,f,f,,d,a,e
50516,2.96,x,k,n,f,p,,n,4.01,10.02,,,y,,,f,f,,d,a,e
50517,3.6,x,d,n,f,p,,y,4.22,10.24,,,y,,,f,f,,d,a,e
50518,3.48,x,d,n,f,p,,y,4.71,10.25,,,n,,,f,f,,d,a,e
50519,3.22,x,d,n,f,p,,e,3.87,8.81,,,n,,,f,f,,d,a,e
50520,3.49,x,k,n,f,p,,y,4.78,9.85,,,y,,,f,f,,d,a,e
50521,3.35,x,k,n,f,p,,y,3.51,8.44,,,y,,,f,f,,d,a,e
50522,3.82,x,d,n,f,p,,e,4.35,9.82,,,n,,,f,f,,d,a,e
50523,3.22,x,k,n,f,p,,y,4.57,9.3,,,n,,,f,f,,d,a,e
50524,3.07,x,k,n,f,p,,y,5.46,11.77,,,y,,,f,f,,d,a,e
50525,3.14,x,k,n,f,p,,n,4.48,10.29,,,n,,,f,f,,d,a,e
50526,3.62,x,d,n,f,p,,e,3.95,9.42,,,y,,,f,f,,d,a,e
50527,3.83,x,d,n,f,p,,n,4.62,10.77,,,y,,,f,f,,d,a,e
50528,3.28,x,d,n,f,p,,n,3.94,9.45,,,y,,,f,f,,d,a,e
50529,3.84,x,d,n,f,p,,n,4.1,10.11,,,n,,,f,f,,d,a,e
50530,4.18,x,k,n,f,p,,y,4.72,9.73,,,y,,,f,f,,d,a,e
50531,3.44,x,d,n,f,p,,e,4.74,10.23,,,n,,,f,f,,d,a,e
50532,3.86,x,d,n,f,p,,y,4.66,9.94,,,n,,,f,f,,d,a,e
50533,2.94,x,d,n,f,p,,y,4.3,9.87,,,n,,,f,f,,d,a,e
50534,3.33,x,d,n,f,p,,y,5.08,10.87,,,n,,,f,f,,d,a,e
50535,3.92,x,k,n,f,p,,n,4.56,10.22,,,y,,,f,f,,d,a,e
50536,4.1,x,d,n,f,p,,n,4.8,10.18,,,n,,,f,f,,d,a,e
50537,3.64,x,d,n,f,p,,e,4.59,10.75,,,n,,,f,f,,d,a,e
50538,3.61,x,k,n,f,p,,e,4.21,10.0,,,y,,,f,f,,d,a,e
50539,3.43,x,k,n,f,p,,y,4.77,10.4,,,n,,,f,f,,d,a,e
50540,3.86,x,k,n,f,p,,y,4.23,9.45,,,n,,,f,f,,d,a,e
50541,4.24,x,d,n,f,p,,e,5.27,10.54,,,n,,,f,f,,d,a,e
50542,3.43,x,k,n,f,p,,n,4.68,9.67,,,y,,,f,f,,d,a,e
50543,2.86,x,d,n,f,p,,n,3.55,9.03,,,y,,,f,f,,d,a,e
50544,3.04,x,k,n,f,p,,n,4.43,10.07,,,n,,,f,f,,d,a,e
50545,4.09,x,d,n,f,p,,e,3.96,9.67,,,y,,,f,f,,d,a,e
50546,2.91,x,k,n,f,p,,y,4.27,8.76,,,y,,,f,f,,d,a,e
50547,3.35,x,d,n,f,p,,y,4.26,10.43,,,y,,,f,f,,d,a,e
50548,3.19,x,k,n,f,p,,e,4.19,9.22,,,n,,,f,f,,d,a,e
50549,3.05,x,d,n,f,p,,n,4.3,9.55,,,n,,,f,f,,d,a,e
50550,3.78,x,d,n,f,p,,n,4.72,10.13,,,y,,,f,f,,d,a,e
50551,3.52,x,k,n,f,p,,n,4.64,10.44,,,y,,,f,f,,d,a,e
50552,3.1,x,d,n,f,p,,e,3.61,9.17,,,n,,,f,f,,d,a,e
50553,3.45,x,k,n,f,p,,y,4.01,9.4,,,y,,,f,f,,d,a,e
50554,3.75,x,k,n,f,p,,e,4.25,10.23,,,y,,,f,f,,d,a,e
50555,3.97,x,k,n,f,p,,y,5.07,10.16,,,n,,,f,f,,d,a,e
50556,3.11,x,k,n,f,p,,y,4.69,10.4,,,n,,,f,f,,d,a,e
50557,3.22,x,d,n,f,p,,y,4.21,9.51,,,n,,,f,f,,d,a,e
50558,3.78,x,d,n,f,p,,e,4.72,10.84,,,y,,,f,f,,d,a,e
50559,4.17,x,d,n,f,p,,n,5.52,10.42,,,n,,,f,f,,d,a,e
50560,4.23,x,d,n,f,p,,e,4.83,11.3,,,y,,,f,f,,d,a,e
50561,3.24,x,d,n,f,p,,n,4.34,9.62,,,y,,,f,f,,d,a,e
50562,3.02,x,d,n,f,p,,e,3.1,9.41,,,y,,,f,f,,d,a,e
50563,4.02,x,k,n,f,p,,n,4.75,11.28,,,n,,,f,f,,d,a,e
50564,2.99,x,d,n,f,p,,y,4.48,9.97,,,n,,,f,f,,d,a,e
50565,3.49,x,d,n,f,p,,n,3.93,8.73,,,n,,,f,f,,d,a,e
50566,3.59,x,d,n,f,p,,n,4.33,10.03,,,n,,,f,f,,d,a,e
50567,4.2,x,d,n,f,p,,n,3.96,9.94,,,n,,,f,f,,d,a,e
50568,4.35,x,k,n,f,p,,n,4.97,11.08,,,y,,,f,f,,d,a,e
50569,3.94,x,k,n,f,p,,e,5.5,10.64,,,y,,,f,f,,d,a,e
50570,3.7,x,d,n,f,p,,n,4.48,9.59,,,n,,,f,f,,d,a,e
50571,3.84,x,k,n,f,p,,y,4.57,9.64,,,n,,,f,f,,d,a,e
50572,3.11,x,k,n,f,p,,n,3.9,8.99,,,y,,,f,f,,d,a,e
50573,3.55,x,d,n,f,p,,n,5.33,10.9,,,y,,,f,f,,d,a,e
50574,3.12,x,k,n,f,p,,n,3.68,8.89,,,y,,,f,f,,d,a,e
50575,3.82,x,d,n,f,p,,y,4.57,10.88,,,y,,,f,f,,d,a,e
50576,3.45,x,d,n,f,p,,y,4.09,10.1,,,n,,,f,f,,d,a,e
50577,3.74,x,d,n,f,p,,y,4.44,10.6,,,n,,,f,f,,d,a,e
50578,2.56,x,d,n,f,p,,e,4.82,9.99,,,n,,,f,f,,d,a,e
50579,4.11,x,k,n,f,p,,e,4.73,10.23,,,n,,,f,f,,d,a,e
50580,2.82,x,k,n,f,p,,y,4.26,8.92,,,y,,,f,f,,d,a,e
50581,3.93,x,k,n,f,p,,e,4.44,10.8,,,y,,,f,f,,d,a,e
50582,2.99,x,k,n,f,p,,y,4.37,10.77,,,n,,,f,f,,d,a,e
50583,3.58,x,k,n,f,p,,y,4.3,10.62,,,y,,,f,f,,d,a,e
50584,3.55,x,k,n,f,p,,e,5.08,10.51,,,n,,,f,f,,d,a,e
50585,3.63,x,k,n,f,p,,y,4.64,10.22,,,n,,,f,f,,d,a,e
50586,3.34,x,d,n,f,p,,n,4.25,10.24,,,n,,,f,f,,d,a,e
50587,3.56,x,d,n,f,p,,n,4.59,10.71,,,n,,,f,f,,d,a,e
50588,2.89,x,k,n,f,p,,y,4.66,10.0,,,y,,,f,f,,d,a,e
50589,2.74,x,k,n,f,p,,y,3.99,9.88,,,n,,,f,f,,d,a,e
50590,3.9,x,k,n,f,p,,n,4.97,10.07,,,n,,,f,f,,d,a,e
50591,2.59,x,k,n,f,p,,n,3.88,9.14,,,y,,,f,f,,d,a,e
50592,4.11,x,k,n,f,p,,n,4.56,10.75,,,n,,,f,f,,d,a,e
50593,3.39,x,d,n,f,p,,y,4.18,10.05,,,y,,,f,f,,d,a,e
50594,2.84,x,k,n,f,p,,e,4.08,9.09,,,y,,,f,f,,d,a,e
50595,3.47,x,k,n,f,p,,e,4.8,10.26,,,n,,,f,f,,d,a,e
50596,3.46,x,d,n,f,p,,n,3.98,10.49,,,n,,,f,f,,d,a,e
50597,3.86,x,d,n,f,p,,e,5.11,9.76,,,y,,,f,f,,d,a,e
50598,2.65,x,k,n,f,p,,e,4.46,10.01,,,y,,,f,f,,d,a,e
50599,3.94,x,d,n,f,p,,y,4.92,10.06,,,n,,,f,f,,d,a,e
50600,3.99,x,k,n,f,p,,n,4.76,11.08,,,y,,,f,f,,d,a,e
50601,2.71,x,k,n,f,p,,n,4.27,10.22,,,n,,,f,f,,d,a,e
50602,3.38,x,k,n,f,p,,y,4.82,10.31,,,y,,,f,f,,d,a,e
50603,3.56,x,k,n,f,p,,n,4.05,9.79,,,y,,,f,f,,d,a,e
50604,2.84,x,k,n,f,p,,n,4.65,9.26,,,n,,,f,f,,d,a,e
50605,4.03,x,d,n,f,p,,y,4.54,9.59,,,y,,,f,f,,d,a,e
50606,4.14,x,k,n,f,p,,n,4.65,9.28,,,y,,,f,f,,d,a,e
50607,4.45,x,d,n,f,p,,e,4.27,10.0,,,n,,,f,f,,d,a,e
50608,3.38,x,d,n,f,p,,e,4.97,10.75,,,y,,,f,f,,d,a,e
50609,3.24,x,k,n,f,p,,y,3.73,8.86,,,n,,,f,f,,d,a,e
50610,4.78,x,k,n,f,p,,y,5.99,11.18,,,y,,,f,f,,d,a,e
50611,4.86,x,d,n,f,p,,n,4.94,11.3,,,n,,,f,f,,d,a,e
50612,2.99,x,k,n,f,p,,e,3.68,9.16,,,n,,,f,f,,d,a,e
50613,3.75,x,d,n,f,p,,y,4.2,10.63,,,n,,,f,f,,d,a,e
50614,3.93,x,k,n,f,p,,e,4.75,9.07,,,y,,,f,f,,d,a,e
50615,4.89,x,d,n,f,p,,y,5.63,10.87,,,y,,,f,f,,d,a,e
50616,3.0,x,d,n,f,p,,e,3.53,9.01,,,y,,,f,f,,d,a,e
50617,3.54,x,k,n,f,p,,e,5.58,11.1,,,y,,,f,f,,d,a,e
50618,3.54,x,d,n,f,p,,y,4.78,10.91,,,y,,,f,f,,d,a,e
50619,4.38,x,d,n,f,p,,e,5.35,10.26,,,n,,,f,f,,d,a,e
50620,2.81,x,d,n,f,p,,y,4.15,9.41,,,n,,,f,f,,d,a,e
50621,3.94,x,k,n,f,p,,y,4.63,10.29,,,y,,,f,f,,d,a,e
50622,3.27,x,k,n,f,p,,y,4.95,10.18,,,n,,,f,f,,d,a,e
50623,2.77,x,k,n,f,p,,n,4.5,9.73,,,y,,,f,f,,d,a,e
50624,3.65,x,k,n,f,p,,y,4.05,9.69,,,n,,,f,f,,d,a,e
50625,3.14,x,k,n,f,p,,e,4.66,9.9,,,n,,,f,f,,d,a,e
50626,3.3,x,k,n,f,p,,y,4.47,9.87,,,y,,,f,f,,d,a,e
50627,3.71,x,k,n,f,p,,y,3.62,9.19,,,y,,,f,f,,d,a,e
50628,2.91,x,d,n,f,p,,n,4.04,9.96,,,y,,,f,f,,d,a,e
50629,3.73,x,d,n,f,p,,e,4.95,9.22,,,y,,,f,f,,d,a,e
50630,3.83,x,d,n,f,p,,n,5.27,11.37,,,y,,,f,f,,d,a,e
50631,4.12,x,d,n,f,p,,n,4.87,11.11,,,n,,,f,f,,d,a,e
50632,4.37,x,k,n,f,p,,n,5.42,11.13,,,n,,,f,f,,d,a,e
50633,3.73,x,d,n,f,p,,e,5.1,11.23,,,y,,,f,f,,d,a,e
50634,3.28,x,k,n,f,p,,n,4.83,10.26,,,y,,,f,f,,d,a,e
50635,4.03,x,d,n,f,p,,n,5.58,11.99,,,n,,,f,f,,d,a,e
50636,4.22,x,k,n,f,p,,y,3.93,10.4,,,y,,,f,f,,d,a,e
50637,3.59,x,d,n,f,p,,n,4.35,9.88,,,y,,,f,f,,d,a,e
50638,3.05,x,k,n,f,p,,n,4.56,10.7,,,y,,,f,f,,d,a,e
50639,3.55,x,d,n,f,p,,n,4.54,10.3,,,n,,,f,f,,d,a,e
50640,4.07,x,d,n,f,p,,e,4.7,9.36,,,n,,,f,f,,d,a,e
50641,3.74,x,d,n,f,p,,y,4.48,10.76,,,n,,,f,f,,d,a,e
50642,3.27,x,k,n,f,p,,y,4.63,10.4,,,y,,,f,f,,d,a,e
50643,3.97,x,d,n,f,p,,n,5.24,10.82,,,y,,,f,f,,d,a,e
50644,4.24,x,d,n,f,p,,e,4.61,10.33,,,n,,,f,f,,d,a,e
50645,2.69,x,k,n,f,p,,e,4.21,9.81,,,n,,,f,f,,d,a,e
50646,3.99,x,d,n,f,p,,y,4.88,10.48,,,y,,,f,f,,d,a,e
50647,3.13,x,k,n,f,p,,n,4.04,8.28,,,n,,,f,f,,d,a,e
50648,4.68,x,k,n,f,p,,e,4.3,9.71,,,n,,,f,f,,d,a,e
50649,3.41,x,k,n,f,p,,y,4.18,9.95,,,y,,,f,f,,d,a,e
50650,3.56,x,k,n,f,p,,e,4.56,10.3,,,n,,,f,f,,d,a,e
50651,3.85,x,d,n,f,p,,e,4.13,10.46,,,y,,,f,f,,d,a,e
50652,4.19,x,k,n,f,p,,n,4.3,9.66,,,n,,,f,f,,d,a,e
50653,3.03,x,k,n,f,p,,e,4.39,9.74,,,y,,,f,f,,d,a,e
50654,3.37,x,d,n,f,p,,e,4.0,9.53,,,y,,,f,f,,d,a,e
50655,3.4,x,d,n,f,p,,e,4.37,10.26,,,n,,,f,f,,d,a,e
50656,3.55,x,k,n,f,p,,e,5.03,9.68,,,y,,,f,f,,d,a,e
50657,3.53,x,k,n,f,p,,y,5.02,9.77,,,y,,,f,f,,d,a,e
50658,4.02,x,k,n,f,p,,n,4.79,10.26,,,n,,,f,f,,d,a,e
50659,3.6,x,d,n,f,p,,n,5.18,10.52,,,y,,,f,f,,d,a,e
50660,3.57,x,d,n,f,p,,y,4.29,9.69,,,n,,,f,f,,d,a,e
50661,2.59,x,d,n,f,p,,y,4.53,10.68,,,n,,,f,f,,d,a,e
50662,3.49,x,d,n,f,p,,e,4.26,9.46,,,y,,,f,f,,d,a,e
50663,3.73,x,k,n,f,p,,n,4.42,9.97,,,y,,,f,f,,d,a,e
50664,3.65,x,d,n,f,p,,n,4.11,9.14,,,y,,,f,f,,d,a,e
50665,3.28,x,k,n,f,p,,e,5.4,10.7,,,y,,,f,f,,d,a,e
50666,3.53,x,d,n,f,p,,n,5.58,11.29,,,n,,,f,f,,d,a,e
50667,3.25,x,k,n,f,p,,e,3.65,9.16,,,n,,,f,f,,d,a,e
50668,3.38,x,d,n,f,p,,e,4.39,10.1,,,n,,,f,f,,d,a,e
50669,3.2,x,d,n,f,p,,y,4.33,10.09,,,n,,,f,f,,d,a,e
50670,3.86,x,k,n,f,p,,y,5.19,9.79,,,y,,,f,f,,d,a,e
50671,4.25,x,k,n,f,p,,y,5.39,11.76,,,n,,,f,f,,d,a,e
50672,3.4,x,k,n,f,p,,e,5.18,10.34,,,n,,,f,f,,d,a,e
50673,2.96,x,k,n,f,p,,n,5.18,10.79,,,y,,,f,f,,d,a,e
50674,4.17,x,d,n,f,p,,y,5.14,10.54,,,n,,,f,f,,d,a,e
50675,3.06,x,k,n,f,p,,y,4.16,9.76,,,y,,,f,f,,d,a,e
50676,3.32,x,d,n,f,p,,y,4.1,9.77,,,n,,,f,f,,d,a,e
50677,3.73,x,k,n,f,p,,n,4.27,9.98,,,n,,,f,f,,d,a,e
50678,2.27,x,k,n,f,p,,n,2.87,7.67,,,n,,,f,f,,d,a,e
50679,4.17,x,k,n,f,p,,n,4.43,10.3,,,n,,,f,f,,d,a,e
50680,3.74,x,d,n,f,p,,e,5.04,11.05,,,y,,,f,f,,d,a,e
50681,4.72,x,k,n,f,p,,e,5.2,11.36,,,n,,,f,f,,d,a,e
50682,3.05,x,d,n,f,p,,y,3.82,8.58,,,y,,,f,f,,d,a,e
50683,2.59,x,d,n,f,p,,n,4.53,9.13,,,n,,,f,f,,d,a,e
50684,4.26,x,k,n,f,p,,e,5.15,10.37,,,n,,,f,f,,d,a,e
50685,3.6,x,d,n,f,p,,n,4.05,9.79,,,y,,,f,f,,d,a,e
50686,3.0,x,d,n,f,p,,y,4.49,9.57,,,y,,,f,f,,d,a,e
50687,3.35,x,d,n,f,p,,n,4.24,9.38,,,y,,,f,f,,d,a,e
50688,4.57,x,k,n,f,p,,e,4.77,10.56,,,y,,,f,f,,d,a,e
50689,3.67,x,d,n,f,p,,y,5.02,9.77,,,y,,,f,f,,d,a,e
50690,4.06,x,k,n,f,p,,y,4.07,9.08,,,n,,,f,f,,d,a,e
50691,4.65,x,k,n,f,p,,y,5.16,10.79,,,n,,,f,f,,d,a,e
50692,2.76,x,d,n,f,p,,e,4.19,8.59,,,n,,,f,f,,d,a,e
50693,3.73,x,k,n,f,p,,e,4.95,10.62,,,n,,,f,f,,d,a,e
50694,3.01,x,k,n,f,p,,e,4.52,9.28,,,n,,,f,f,,d,a,e
50695,3.75,x,d,n,f,p,,y,4.46,10.75,,,n,,,f,f,,d,a,e
50696,2.88,x,d,n,f,p,,e,5.11,10.62,,,y,,,f,f,,d,a,e
50697,3.44,x,k,n,f,p,,n,4.42,10.55,,,n,,,f,f,,d,a,e
50698,4.55,x,d,n,f,p,,y,5.43,11.17,,,y,,,f,f,,d,a,e
50699,4.39,x,d,n,f,p,,y,5.25,11.0,,,y,,,f,f,,d,a,e
50700,2.78,x,k,n,f,p,,e,4.85,10.67,,,n,,,f,f,,d,a,e
50701,3.54,x,k,n,f,p,,n,4.86,9.55,,,n,,,f,f,,d,a,e
50702,3.44,x,k,n,f,p,,e,4.47,10.11,,,n,,,f,f,,d,a,e
50703,3.11,x,d,n,f,p,,y,4.43,9.8,,,n,,,f,f,,d,a,e
50704,2.72,x,d,n,f,p,,e,3.62,8.84,,,n,,,f,f,,d,a,e
50705,2.67,x,d,n,f,p,,y,4.33,9.82,,,n,,,f,f,,d,a,e
50706,3.83,x,k,n,f,p,,n,4.28,9.37,,,y,,,f,f,,d,a,e
50707,3.41,x,k,n,f,p,,n,5.46,10.91,,,y,,,f,f,,d,a,e
50708,3.24,x,d,n,f,p,,y,5.07,9.54,,,n,,,f,f,,d,a,e
50709,3.3,x,k,n,f,p,,y,3.88,9.5,,,y,,,f,f,,d,a,e
50710,3.63,x,k,n,f,p,,e,4.49,9.62,,,y,,,f,f,,d,a,e
50711,3.17,x,k,n,f,p,,y,4.7,9.95,,,y,,,f,f,,d,a,e
50712,3.09,x,k,n,f,p,,y,3.99,9.19,,,y,,,f,f,,d,a,e
50713,3.35,x,d,n,f,p,,e,4.23,9.93,,,n,,,f,f,,d,a,e
50714,3.76,x,d,n,f,p,,e,4.63,11.15,,,y,,,f,f,,d,a,e
50715,3.74,x,d,n,f,p,,n,4.78,10.92,,,y,,,f,f,,d,a,e
50716,3.22,x,k,n,f,p,,e,4.53,9.35,,,n,,,f,f,,d,a,e
50717,2.78,x,k,n,f,p,,y,4.99,10.04,,,y,,,f,f,,d,a,e
50718,3.64,x,d,n,f,p,,e,4.52,10.14,,,y,,,f,f,,d,a,e
50719,3.07,x,k,n,f,p,,e,4.69,9.88,,,y,,,f,f,,d,a,e
50720,2.96,x,k,n,f,p,,e,4.23,9.89,,,y,,,f,f,,d,a,e
50721,3.17,x,k,n,f,p,,n,4.28,9.87,,,n,,,f,f,,d,a,e
50722,3.54,x,k,n,f,p,,n,5.4,10.49,,,n,,,f,f,,d,a,e
50723,3.28,x,k,n,f,p,,n,3.56,9.79,,,n,,,f,f,,d,a,e
50724,3.21,x,k,n,f,p,,n,4.07,8.59,,,y,,,f,f,,d,a,e
50725,2.92,x,d,n,f,p,,n,4.51,10.45,,,y,,,f,f,,d,a,e
50726,3.63,x,k,n,f,p,,e,4.49,10.48,,,n,,,f,f,,d,a,e
50727,3.52,x,k,n,f,p,,y,4.49,9.35,,,n,,,f,f,,d,a,e
50728,3.3,x,d,n,f,p,,e,4.49,9.75,,,n,,,f,f,,d,a,e
50729,5.11,x,d,n,f,p,,e,4.87,10.55,,,n,,,f,f,,d,a,e
50730,3.83,x,k,n,f,p,,y,4.66,10.43,,,n,,,f,f,,d,a,e
50731,3.67,x,k,n,f,p,,e,4.41,10.6,,,n,,,f,f,,d,a,e
50732,2.9,x,k,n,f,p,,y,4.23,8.74,,,n,,,f,f,,d,a,e
50733,3.6,x,k,n,f,p,,y,4.42,9.51,,,n,,,f,f,,d,a,e
50734,3.55,x,k,n,f,p,,e,4.91,11.08,,,y,,,f,f,,d,a,e
50735,2.75,x,d,n,f,p,,y,3.98,8.36,,,n,,,f,f,,d,a,e
50736,2.97,x,k,n,f,p,,n,4.83,9.27,,,n,,,f,f,,d,a,e
50737,3.81,x,k,n,f,p,,e,4.43,9.56,,,y,,,f,f,,d,a,e
50738,3.13,x,k,n,f,p,,n,4.16,8.9,,,n,,,f,f,,d,a,e
50739,3.24,x,k,n,f,p,,y,3.83,9.63,,,y,,,f,f,,d,a,e
50740,3.43,x,d,n,f,p,,n,3.86,9.27,,,n,,,f,f,,d,a,e
50741,2.73,x,k,n,f,p,,n,4.22,9.1,,,n,,,f,f,,d,a,e
50742,4.78,x,k,n,f,p,,n,5.68,11.43,,,y,,,f,f,,d,a,e
50743,3.31,x,d,n,f,p,,y,4.43,9.66,,,y,,,f,f,,d,a,e
50744,2.97,x,k,n,f,p,,n,4.68,10.14,,,n,,,f,f,,d,a,e
50745,4.16,x,k,n,f,p,,n,5.2,10.79,,,n,,,f,f,,d,a,e
50746,4.47,x,k,n,f,p,,e,5.13,10.86,,,y,,,f,f,,d,a,e
50747,2.94,x,d,n,f,p,,e,3.64,9.47,,,y,,,f,f,,d,a,e
50748,3.74,x,k,n,f,p,,y,4.35,9.72,,,y,,,f,f,,d,a,e
50749,4.1,x,d,n,f,p,,n,5.19,11.45,,,y,,,f,f,,d,a,e
50750,2.77,x,d,n,f,p,,n,4.4,10.12,,,n,,,f,f,,d,a,e
50751,2.83,x,d,n,f,p,,n,4.58,10.75,,,y,,,f,f,,d,a,e
50752,3.5,x,d,n,f,p,,e,4.49,9.88,,,y,,,f,f,,d,a,e
50753,3.7,x,k,n,f,p,,n,5.12,10.08,,,n,,,f,f,,d,a,e
50754,3.53,x,k,n,f,p,,e,5.03,10.74,,,y,,,f,f,,d,a,e
50755,2.17,x,d,n,f,p,,y,2.87,8.69,,,y,,,f,f,,d,a,e
50756,3.36,x,k,n,f,p,,y,4.68,10.01,,,y,,,f,f,,d,a,e
50757,3.42,x,d,n,f,p,,y,4.09,9.61,,,y,,,f,f,,d,a,e
50758,3.59,x,d,n,f,p,,n,4.16,9.86,,,y,,,f,f,,d,a,e
50759,3.62,x,d,n,f,p,,y,4.21,9.87,,,n,,,f,f,,d,a,e
50760,4.57,x,k,n,f,p,,n,5.18,10.84,,,n,,,f,f,,d,a,e
50761,2.52,x,k,n,f,p,,e,3.81,8.83,,,y,,,f,f,,d,a,e
50762,2.84,x,k,n,f,p,,e,4.35,9.11,,,y,,,f,f,,d,a,e
50763,4.54,x,k,n,f,p,,y,4.09,10.81,,,y,,,f,f,,d,a,e
50764,2.78,x,k,n,f,p,,y,3.79,9.09,,,y,,,f,f,,d,a,e
50765,3.36,x,k,n,f,p,,n,4.14,9.78,,,n,,,f,f,,d,a,e
50766,3.22,x,k,n,f,p,,n,4.03,9.95,,,y,,,f,f,,d,a,e
50767,3.23,x,d,n,f,p,,y,3.89,9.75,,,y,,,f,f,,d,a,e
50768,3.55,x,k,n,f,p,,y,4.46,10.13,,,n,,,f,f,,d,a,e
50769,2.95,x,k,n,f,p,,y,4.21,9.59,,,y,,,f,f,,d,a,e
50770,3.6,x,k,n,f,p,,n,4.54,10.61,,,y,,,f,f,,d,a,e
50771,3.7,x,k,n,f,p,,y,3.93,8.88,,,y,,,f,f,,d,a,e
